State,Date,Confirmed,Deaths,Recovered,Active,Total_Test_Results,People_Hospitalized
Arkansas,2021-12-04,532168,8699,0.0,0.0,4247336.0,0.0
California,2021-12-04,5104158,74781,0.0,0.0,111265689.0,0.0
Colorado,2021-12-04,838587,9344,0.0,0.0,13204361.0,0.0
Connecticut,2021-12-04,425275,8925,0.0,0.0,11196054.0,0.0
Delaware,2021-12-04,155149,2194,0.0,0.0,2501591.0,0.0
District of Columbia,2021-12-04,67430,1197,0.0,0.0,2410575.0,0.0
Florida,2021-12-04,3741058,61701,0.0,0.0,43940180.0,0.0
Georgia,2021-12-04,1668875,30655,0.0,0.0,13104072.0,0.0
Guam,2021-12-04,19239,266,0.0,0.0,265049.0,0.0
Hawaii,2021-12-04,88023,1028,0.0,0.0,2734454.0,0.0
Idaho,2021-12-04,308669,3969,0.0,0.0,1056419.0,0.0
Illinois,2021-12-04,1835076,28968,0.0,0.0,39461221.0,0.0
Indiana,2021-12-04,1118335,17712,0.0,0.0,15527867.0,0.0
Iowa,2021-12-04,530060,7445,0.0,0.0,1776863.0,0.0
Kansas,2021-12-04,475180,6779,0.0,0.0,1915852.0,0.0
Kentucky,2021-12-04,794816,11091,0.0,0.0,7797568.0,0.0
Louisiana,2021-12-04,772789,14826,0.0,0.0,10311613.0,0.0
Maine,2021-12-04,122242,1332,0.0,0.0,3191709.0,0.0
Maryland,2021-12-04,590813,11240,0.0,0.0,15110358.0,0.0
Massachusetts,2021-12-04,935844,19489,0.0,0.0,33683867.0,0.0
Minnesota,2021-12-04,926931,9740,0.0,0.0,13077454.0,0.0
West Virginia,2021-12-04,298659,4962,0.0,0.0,4624299.0,0.0
Wyoming,2021-12-05,111812,1428,0.0,0.0,1155836.0,0.0
Minnesota,2021-12-05,926931,9740,0.0,0.0,13121234.0,0.0
Montana,2021-12-05,192236,2739,0.0,0.0,2218770.0,0.0
Nebraska,2021-12-05,313935,3180,0.0,0.0,0.0,0.0
Nevada,2021-12-05,459957,8069,0.0,0.0,4838803.0,0.0
New Hampshire,2021-12-05,165574,1739,0.0,0.0,2911230.0,0.0
New Jersey,2021-12-05,1269232,28452,0.0,0.0,16323027.0,0.0
New Mexico,2021-12-05,320520,5407,0.0,0.0,5354090.0,0.0
New York,2021-12-05,2769624,57725,0.0,0.0,81343769.0,0.0
North Carolina,2021-12-05,1544544,18825,0.0,0.0,17867086.0,0.0
North Dakota,2021-12-05,164539,1953,0.0,0.0,1970314.0,0.0
Ohio,2021-12-05,1725669,28427,0.0,0.0,18230522.0,0.0
Oklahoma,2021-12-05,670420,11999,0.0,0.0,4723087.0,0.0
Oregon,2021-12-05,394569,5243,0.0,0.0,8142192.0,0.0
Pennsylvania,2021-12-05,1773060,33859,0.0,0.0,20042968.0,0.0
Puerto Rico,2021-12-05,189107,3272,0.0,0.0,3137719.0,0.0
Rhode Island,2021-12-05,194858,2941,0.0,0.0,6106675.0,0.0
South Carolina,2021-12-05,921722,14272,0.0,0.0,10134461.0,0.0
South Dakota,2021-12-05,168271,2357,0.0,0.0,1069205.0,0.0
Tennessee,2021-12-05,1323222,17390,0.0,0.0,10766757.0,0.0
Texas,2021-12-05,4384997,74169,0.0,0.0,37054870.0,0.0
Utah,2021-12-05,601952,3564,0.0,0.0,4808253.0,0.0
Vermont,2021-12-05,52195,416,0.0,0.0,2601798.0,0.0
Virginia,2021-12-05,976599,14753,0.0,0.0,10543486.0,0.0
Washington,2021-12-05,780835,9413,0.0,0.0,9958651.0,0.0
Missouri,2021-12-05,924958,15563,0.0,0.0,7926956.0,0.0
Mississippi,2021-12-05,515504,10296,0.0,0.0,2672479.0,0.0
Wisconsin,2021-12-05,997688,10134,0.0,0.0,12465728.0,0.0
Michigan,2021-12-05,1517325,26108,0.0,0.0,18939942.0,0.0
Alabama,2021-12-05,848137,16185,0.0,0.0,6301880.0,0.0
Alaska,2021-12-05,151984,883,0.0,0.0,3554466.0,0.0
American Samoa,2021-12-05,4,0,0.0,0.0,2140.0,0.0
Arizona,2021-12-05,1288234,22561,0.0,0.0,14710399.0,0.0
Arkansas,2021-12-05,532973,8721,0.0,0.0,4255290.0,0.0
California,2021-12-05,5106663,74800,0.0,0.0,111265689.0,0.0
Colorado,2021-12-05,838587,9344,0.0,0.0,13232327.0,0.0
Connecticut,2021-12-05,425275,8925,0.0,0.0,11209304.0,0.0
Delaware,2021-12-05,155922,2194,0.0,0.0,2504011.0,0.0
District of Columbia,2021-12-05,67430,1197,0.0,0.0,2424221.0,0.0
Florida,2021-12-05,3741058,61701,0.0,0.0,44008568.0,0.0
West Virginia,2021-12-05,299827,4962,0.0,0.0,4637774.0,0.0
Georgia,2021-12-05,1668875,30655,0.0,0.0,13127347.0,0.0
Hawaii,2021-12-05,88147,1032,0.0,0.0,2740350.0,0.0
Idaho,2021-12-05,308869,3970,0.0,0.0,1057713.0,0.0
Illinois,2021-12-05,1835076,28968,0.0,0.0,39650009.0,0.0
Indiana,2021-12-05,1118335,17712,0.0,0.0,15579287.0,0.0
Iowa,2021-12-05,534623,7445,0.0,0.0,1776863.0,0.0
Kansas,2021-12-05,475304,6780,0.0,0.0,1915852.0,0.0
Kentucky,2021-12-05,797157,11158,0.0,0.0,7819686.0,0.0
Louisiana,2021-12-05,772789,14826,0.0,0.0,10333086.0,0.0
Maine,2021-12-05,123118,1336,0.0,0.0,3191935.0,0.0
Maryland,2021-12-05,592679,11255,0.0,0.0,15152891.0,0.0
Massachusetts,2021-12-05,935844,19489,0.0,0.0,33813777.0,0.0
Guam,2021-12-05,19247,266,0.0,0.0,265049.0,0.0
Alaska,2021-12-06,151984,883,0.0,0.0,3554466.0,0.0
Wyoming,2021-12-06,111812,1428,0.0,0.0,1155836.0,0.0
West Virginia,2021-12-06,300660,4962,0.0,0.0,4651011.0,0.0
Massachusetts,2021-12-06,935844,19489,0.0,0.0,33813777.0,0.0
Maryland,2021-12-06,593645,11255,0.0,0.0,15198334.0,0.0
Maine,2021-12-06,123118,1336,0.0,0.0,3192213.0,0.0
Louisiana,2021-12-06,772789,14826,0.0,0.0,10333086.0,0.0
Kentucky,2021-12-06,798351,11226,0.0,0.0,7819686.0,0.0
Kansas,2021-12-06,475304,6787,0.0,0.0,1926063.0,0.0
Iowa,2021-12-06,534623,7445,0.0,0.0,1776863.0,0.0
Indiana,2021-12-06,1118335,17712,0.0,0.0,15579287.0,0.0
Illinois,2021-12-06,1835076,28968,0.0,0.0,39650009.0,0.0
Idaho,2021-12-06,308869,3970,0.0,0.0,1058591.0,0.0
Michigan,2021-12-06,1517325,26108,0.0,0.0,18939942.0,0.0
Hawaii,2021-12-06,88295,1033,0.0,0.0,2745467.0,0.0
Georgia,2021-12-06,1668875,30655,0.0,0.0,13127347.0,0.0
Florida,2021-12-06,3741058,61701,0.0,0.0,44081678.0,0.0
District of Columbia,2021-12-06,67430,1197,0.0,0.0,2424221.0,0.0
Delaware,2021-12-06,156454,2194,0.0,0.0,2508533.0,0.0
Connecticut,2021-12-06,425275,8925,0.0,0.0,11209304.0,0.0
Colorado,2021-12-06,838587,9344,0.0,0.0,13232327.0,0.0
California,2021-12-06,5121719,74802,0.0,0.0,111265689.0,0.0
Arkansas,2021-12-06,533356,8739,0.0,0.0,4261862.0,0.0
Arizona,2021-12-06,1292054,22589,0.0,0.0,14767374.0,0.0
American Samoa,2021-12-06,10,0,0.0,0.0,2140.0,0.0
Guam,2021-12-06,19248,266,0.0,0.0,265049.0,0.0
Minnesota,2021-12-06,926931,9740,0.0,0.0,13121234.0,0.0
Mississippi,2021-12-06,515504,10296,0.0,0.0,2672479.0,0.0
Missouri,2021-12-06,926450,15564,0.0,0.0,7934569.0,0.0
Washington,2021-12-06,780835,9413,0.0,0.0,9958651.0,0.0
Virginia,2021-12-06,976599,14753,0.0,0.0,10543486.0,0.0
Vermont,2021-12-06,52889,417,0.0,0.0,2615339.0,0.0
Utah,2021-12-06,601952,3564,0.0,0.0,4808253.0,0.0
Texas,2021-12-06,4390228,74198,0.0,0.0,37120913.0,0.0
Tennessee,2021-12-06,1323222,17390,0.0,0.0,10766757.0,0.0
South Dakota,2021-12-06,168271,2357,0.0,0.0,1069205.0,0.0
South Carolina,2021-12-06,921722,14272,0.0,0.0,10134461.0,0.0
Rhode Island,2021-12-06,194858,2941,0.0,0.0,6106675.0,0.0
Puerto Rico,2021-12-06,189253,3273,0.0,0.0,3137719.0,0.0
Pennsylvania,2021-12-06,1779151,33902,0.0,0.0,20099851.0,0.0
Oregon,2021-12-06,394569,5243,0.0,0.0,8142192.0,0.0
Oklahoma,2021-12-06,670420,11999,0.0,0.0,4723087.0,0.0
Ohio,2021-12-06,1731003,28526,0.0,0.0,18273696.0,0.0
North Dakota,2021-12-06,164702,1953,0.0,0.0,1973074.0,0.0
North Carolina,2021-12-06,1544544,18825,0.0,0.0,17867086.0,0.0
New York,2021-12-06,2777942,57757,0.0,0.0,81551600.0,0.0
New Mexico,2021-12-06,320520,5407,0.0,0.0,5354090.0,0.0
New Jersey,2021-12-06,1272728,28457,0.0,0.0,16323828.0,0.0
New Hampshire,2021-12-06,165574,1739,0.0,0.0,2911230.0,0.0
Nevada,2021-12-06,459957,8069,0.0,0.0,4838803.0,0.0
Nebraska,2021-12-06,313935,3180,0.0,0.0,0.0,0.0
Montana,2021-12-06,192236,2739,0.0,0.0,2218770.0,0.0
Wisconsin,2021-12-06,997688,10134,0.0,0.0,12465728.0,0.0
Alabama,2021-12-06,848498,16185,0.0,0.0,6309017.0,0.0
Alaska,2021-12-07,152537,883,0.0,0.0,3554466.0,0.0
District of Columbia,2021-12-07,67998,1197,0.0,0.0,2424221.0,0.0
Oregon,2021-12-07,396501,5268,0.0,0.0,8142192.0,0.0
Pennsylvania,2021-12-07,1783118,33962,0.0,0.0,20139757.0,0.0
Puerto Rico,2021-12-07,189325,3273,0.0,0.0,3147201.0,0.0
Rhode Island,2021-12-07,196949,2948,0.0,0.0,6106675.0,0.0
South Carolina,2021-12-07,924958,14314,0.0,0.0,10134461.0,0.0
South Dakota,2021-12-07,168763,2371,0.0,0.0,1069205.0,0.0
Tennessee,2021-12-07,1327453,17477,0.0,0.0,10766757.0,0.0
Texas,2021-12-07,4394102,74217,0.0,0.0,37183903.0,0.0
Utah,2021-12-07,605409,3595,0.0,0.0,4808253.0,0.0
Vermont,2021-12-07,53131,417,0.0,0.0,2630130.0,0.0
Virginia,2021-12-07,983055,14771,0.0,0.0,10543486.0,0.0
Washington,2021-12-07,784129,9436,0.0,0.0,9958651.0,0.0
West Virginia,2021-12-07,301349,4990,0.0,0.0,4661071.0,0.0
Wisconsin,2021-12-07,997688,10134,0.0,0.0,12465728.0,0.0
Wyoming,2021-12-07,112199,1428,0.0,0.0,1155836.0,0.0
Alabama,2021-12-07,848779,16185,0.0,0.0,6317748.0,0.0
Delaware,2021-12-07,156454,2194,0.0,0.0,2510879.0,0.0
Connecticut,2021-12-07,430756,8925,0.0,0.0,11209304.0,0.0
Colorado,2021-12-07,843851,9380,0.0,0.0,13232327.0,0.0
California,2021-12-07,5128939,74911,0.0,0.0,112968708.0,0.0
American Samoa,2021-12-07,10,0,0.0,0.0,2140.0,0.0
Arkansas,2021-12-07,533658,8752,0.0,0.0,4265659.0,0.0
Arizona,2021-12-07,1295076,22589,0.0,0.0,14802123.0,0.0
Oklahoma,2021-12-07,674758,12027,0.0,0.0,4723087.0,0.0
Ohio,2021-12-07,1735925,28637,0.0,0.0,18316140.0,0.0
Florida,2021-12-07,3741058,61789,0.0,0.0,44154955.0,0.0
North Carolina,2021-12-07,1553112,18860,0.0,0.0,17867086.0,0.0
North Dakota,2021-12-07,164811,1954,0.0,0.0,1975371.0,0.0
Georgia,2021-12-07,1671787,30691,0.0,0.0,13127347.0,0.0
Hawaii,2021-12-07,88385,1033,0.0,0.0,2752268.0,0.0
Idaho,2021-12-07,309314,3977,0.0,0.0,1058591.0,0.0
Illinois,2021-12-07,1854186,29053,0.0,0.0,39650009.0,0.0
Indiana,2021-12-07,1130719,17736,0.0,0.0,15579287.0,0.0
Iowa,2021-12-07,534623,7445,0.0,0.0,1776863.0,0.0
Kansas,2021-12-07,478615,6792,0.0,0.0,1926063.0,0.0
Kentucky,2021-12-07,799695,11289,0.0,0.0,7819686.0,0.0
Louisiana,2021-12-07,773621,14837,0.0,0.0,10333086.0,0.0
Maine,2021-12-07,123118,1336,0.0,0.0,3192213.0,0.0
Maryland,2021-12-07,594604,11255,0.0,0.0,15198334.0,0.0
Guam,2021-12-07,19270,267,0.0,0.0,266213.0,0.0
Michigan,2021-12-07,1535147,26239,0.0,0.0,18939942.0,0.0
Minnesota,2021-12-07,933025,9778,0.0,0.0,13121234.0,0.0
Mississippi,2021-12-07,516486,10299,0.0,0.0,2672479.0,0.0
Missouri,2021-12-07,929647,15566,0.0,0.0,7949450.0,0.0
New York,2021-12-07,2788476,57816,0.0,0.0,81786116.0,0.0
Montana,2021-12-07,192590,2768,0.0,0.0,2218770.0,0.0
Nebraska,2021-12-07,316013,3180,0.0,0.0,0.0,0.0
Nevada,2021-12-07,461479,8109,0.0,0.0,4838803.0,0.0
New Hampshire,2021-12-07,167612,1733,0.0,0.0,2911230.0,0.0
New Jersey,2021-12-07,1275717,28465,0.0,0.0,16324185.0,0.0
Massachusetts,2021-12-07,947463,19516,0.0,0.0,33813777.0,0.0
New Mexico,2021-12-07,324311,5419,0.0,0.0,5354090.0,0.0
Indiana,2021-12-08,1134898,17829,0.0,0.0,15687135.0,0.0
Iowa,2021-12-08,538738,7445,0.0,0.0,1776863.0,0.0
Kansas,2021-12-08,478636,6797,0.0,0.0,1932901.0,0.0
Maryland,2021-12-08,595780,11255,0.0,0.0,15198334.0,0.0
Louisiana,2021-12-08,774181,14844,0.0,0.0,10364145.0,0.0
Maine,2021-12-08,124098,1348,0.0,0.0,3192213.0,0.0
Illinois,2021-12-08,1861254,29131,0.0,0.0,40063543.0,0.0
Massachusetts,2021-12-08,951969,19567,0.0,0.0,34045860.0,0.0
Michigan,2021-12-08,1535147,26239,0.0,0.0,19064043.0,0.0
Kentucky,2021-12-08,802417,11348,0.0,0.0,7861815.0,0.0
Idaho,2021-12-08,310010,3995,0.0,0.0,1060570.0,0.0
Delaware,2021-12-08,157175,2203,0.0,0.0,2512629.0,0.0
Guam,2021-12-08,19287,267,0.0,0.0,266832.0,0.0
Georgia,2021-12-08,1673082,30724,0.0,0.0,13188869.0,0.0
Florida,2021-12-08,3741058,61789,0.0,0.0,44233302.0,0.0
District of Columbia,2021-12-08,68134,1197,0.0,0.0,2438570.0,0.0
Connecticut,2021-12-08,432675,8945,0.0,0.0,11297029.0,0.0
Colorado,2021-12-08,846892,9465,0.0,0.0,13317083.0,0.0
California,2021-12-08,5133744,74953,0.0,0.0,113028993.0,0.0
Arkansas,2021-12-08,534590,8776,0.0,0.0,4268970.0,0.0
Arizona,2021-12-08,1298091,22761,0.0,0.0,14824774.0,0.0
Minnesota,2021-12-08,945445,9823,0.0,0.0,13164580.0,0.0
American Samoa,2021-12-08,10,0,0.0,0.0,2140.0,0.0
Alaska,2021-12-08,152537,883,0.0,0.0,3566952.0,0.0
Hawaii,2021-12-08,88440,1033,0.0,0.0,2757056.0,0.0
Mississippi,2021-12-08,517138,10306,0.0,0.0,2696461.0,0.0
Oregon,2021-12-08,397421,5299,0.0,0.0,8196154.0,0.0
Montana,2021-12-08,193005,2777,0.0,0.0,2226747.0,0.0
Alabama,2021-12-08,849409,16199,0.0,0.0,6327372.0,0.0
Wisconsin,2021-12-08,997688,10134,0.0,0.0,12465728.0,0.0
West Virginia,2021-12-08,302120,5021,0.0,0.0,4667160.0,0.0
Washington,2021-12-08,786042,9460,0.0,0.0,9958651.0,0.0
Virginia,2021-12-08,985297,14798,0.0,0.0,10599907.0,0.0
Vermont,2021-12-08,53431,419,0.0,0.0,2633601.0,0.0
Utah,2021-12-08,606531,3606,0.0,0.0,4834326.0,0.0
Texas,2021-12-08,4399057,74278,0.0,0.0,37257495.0,0.0
Tennessee,2021-12-08,1329496,17642,0.0,0.0,10805023.0,0.0
South Dakota,2021-12-08,169789,2375,0.0,0.0,1079897.0,0.0
South Carolina,2021-12-08,925629,14318,0.0,0.0,10200149.0,0.0
Missouri,2021-12-08,932120,15646,0.0,0.0,7961937.0,0.0
Rhode Island,2021-12-08,198036,2949,0.0,0.0,6145270.0,0.0
Pennsylvania,2021-12-08,1791030,34107,0.0,0.0,20164116.0,0.0
Oklahoma,2021-12-08,675733,12028,0.0,0.0,4723087.0,0.0
Ohio,2021-12-08,1743801,28723,0.0,0.0,18345205.0,0.0
North Dakota,2021-12-08,165375,1967,0.0,0.0,1975832.0,0.0
North Carolina,2021-12-08,1555216,18880,0.0,0.0,17974061.0,0.0
New York,2021-12-08,2796990,57880,0.0,0.0,81908452.0,0.0
New Mexico,2021-12-08,325272,5430,0.0,0.0,5371262.0,0.0
New Jersey,2021-12-08,1279667,28494,0.0,0.0,16356472.0,0.0
New Hampshire,2021-12-08,170080,1757,0.0,0.0,2911230.0,0.0
Nevada,2021-12-08,462159,8125,0.0,0.0,4863071.0,0.0
Nebraska,2021-12-08,317450,3202,0.0,0.0,0.0,0.0
Puerto Rico,2021-12-08,189338,3274,0.0,0.0,3147758.0,0.0
Wyoming,2021-12-08,112368,1472,0.0,0.0,1159174.0,0.0
Alabama,2021-12-09,850096,16203,0.0,0.0,6336444.0,0.0
Alaska,2021-12-09,152977,886,0.0,0.0,3566952.0,0.0
Washington,2021-12-09,787245,9497,0.0,0.0,9958651.0,0.0
Nebraska,2021-12-09,318657,3231,0.0,0.0,4254600.0,0.0
Nevada,2021-12-09,462811,8145,0.0,0.0,4870273.0,0.0
New Hampshire,2021-12-09,171538,1768,0.0,0.0,2937794.0,0.0
New Jersey,2021-12-09,1283925,28518,0.0,0.0,16366100.0,0.0
New Mexico,2021-12-09,326713,5445,0.0,0.0,5398949.0,0.0
New York,2021-12-09,2806456,57934,0.0,0.0,82057636.0,0.0
North Carolina,2021-12-09,1558510,18923,0.0,0.0,17997171.0,0.0
North Dakota,2021-12-09,165845,1978,0.0,0.0,1977205.0,0.0
Ohio,2021-12-09,1752508,28841,0.0,0.0,18369483.0,0.0
Oklahoma,2021-12-09,676890,12059,0.0,0.0,4723087.0,0.0
Montana,2021-12-09,193277,2781,0.0,0.0,2232022.0,0.0
Oregon,2021-12-09,398262,5318,0.0,0.0,8215480.0,0.0
Puerto Rico,2021-12-09,189495,3274,0.0,0.0,3154411.0,0.0
Rhode Island,2021-12-09,198729,2949,0.0,0.0,6171158.0,0.0
South Carolina,2021-12-09,926454,14334,0.0,0.0,10210957.0,0.0
South Dakota,2021-12-09,170416,2384,0.0,0.0,1086189.0,0.0
Tennessee,2021-12-09,1331703,17668,0.0,0.0,10818290.0,0.0
Texas,2021-12-09,4402906,74370,0.0,0.0,37336103.0,0.0
Utah,2021-12-09,607954,3622,0.0,0.0,4842298.0,0.0
Vermont,2021-12-09,53835,425,0.0,0.0,2637753.0,0.0
Virginia,2021-12-09,988147,14838,0.0,0.0,10618892.0,0.0
West Virginia,2021-12-09,303173,5036,0.0,0.0,4673523.0,0.0
Pennsylvania,2021-12-09,1799753,34198,0.0,0.0,20200730.0,0.0
Wisconsin,2021-12-09,1012189,10260,0.0,0.0,12465728.0,0.0
Missouri,2021-12-09,935956,15660,0.0,0.0,7973542.0,0.0
Minnesota,2021-12-09,948490,9898,0.0,0.0,13246872.0,0.0
American Samoa,2021-12-09,10,0,0.0,0.0,2140.0,0.0
Arizona,2021-12-09,1301597,22779,0.0,0.0,14851253.0,0.0
Arkansas,2021-12-09,535450,8796,0.0,0.0,4273984.0,0.0
California,2021-12-09,5141962,75080,0.0,0.0,113028993.0,0.0
Colorado,2021-12-09,849269,9495,0.0,0.0,13365969.0,0.0
Connecticut,2021-12-09,433464,8946,0.0,0.0,11317197.0,0.0
Delaware,2021-12-09,157751,2206,0.0,0.0,2513930.0,0.0
District of Columbia,2021-12-09,68262,1197,0.0,0.0,2438570.0,0.0
Florida,2021-12-09,3741058,61789,0.0,0.0,44305327.0,0.0
Georgia,2021-12-09,1675453,30755,0.0,0.0,13211912.0,0.0
Mississippi,2021-12-09,517925,10312,0.0,0.0,2696857.0,0.0
Guam,2021-12-09,19287,267,0.0,0.0,266832.0,0.0
Idaho,2021-12-09,310661,4001,0.0,0.0,1061967.0,0.0
Illinois,2021-12-09,1867912,29145,0.0,0.0,40237790.0,0.0
Indiana,2021-12-09,1140151,17909,0.0,0.0,15721809.0,0.0
Iowa,2021-12-09,541033,7445,0.0,0.0,1790502.0,0.0
Kansas,2021-12-09,483059,6807,0.0,0.0,1932901.0,0.0
Kentucky,2021-12-09,805426,11418,0.0,0.0,7874913.0,0.0
Louisiana,2021-12-09,774913,14861,0.0,0.0,10377380.0,0.0
Maine,2021-12-09,125373,1356,0.0,0.0,3192439.0,0.0
Maryland,2021-12-09,596967,11255,0.0,0.0,15198334.0,0.0
Massachusetts,2021-12-09,957889,19579,0.0,0.0,34122857.0,0.0
Michigan,2021-12-09,1553790,26648,0.0,0.0,19064043.0,0.0
Hawaii,2021-12-09,88512,1039,0.0,0.0,2760675.0,0.0
Wyoming,2021-12-09,112551,1472,0.0,0.0,1160682.0,0.0
Alaska,2021-12-10,152977,886,0.0,0.0,3580139.0,0.0
American Samoa,2021-12-10,10,0,0.0,0.0,2140.0,0.0
West Virginia,2021-12-10,304355,5055,0.0,0.0,4686101.0,0.0
Nevada,2021-12-10,463803,8152,0.0,0.0,4876371.0,0.0
New Hampshire,2021-12-10,173089,1773,0.0,0.0,2947586.0,0.0
New Jersey,2021-12-10,1289542,28526,0.0,0.0,16378122.0,0.0
New Mexico,2021-12-10,328332,5459,0.0,0.0,5415097.0,0.0
New York,2021-12-10,2818175,57992,0.0,0.0,82288048.0,0.0
North Carolina,2021-12-10,1562663,18955,0.0,0.0,18025623.0,0.0
North Dakota,2021-12-10,166233,1983,0.0,0.0,1980658.0,0.0
Ohio,2021-12-10,1761008,28948,0.0,0.0,18369483.0,0.0
Oklahoma,2021-12-10,678343,12059,0.0,0.0,4723087.0,0.0
Oregon,2021-12-10,399361,5356,0.0,0.0,8232179.0,0.0
Pennsylvania,2021-12-10,1806671,34271,0.0,0.0,20246389.0,0.0
Rhode Island,2021-12-10,200197,2951,0.0,0.0,6182487.0,0.0
South Carolina,2021-12-10,927649,14347,0.0,0.0,10224724.0,0.0
South Dakota,2021-12-10,170800,2392,0.0,0.0,1088479.0,0.0
Tennessee,2021-12-10,1331703,17668,0.0,0.0,10833191.0,0.0
Texas,2021-12-10,4407007,74452,0.0,0.0,37385625.0,0.0
Utah,2021-12-10,609351,3632,0.0,0.0,4853435.0,0.0
Vermont,2021-12-10,54321,426,0.0,0.0,2647621.0,0.0
Wyoming,2021-12-10,112731,1472,0.0,0.0,1160682.0,0.0
Wisconsin,2021-12-10,1017301,10330,0.0,0.0,12614506.0,0.0
Alabama,2021-12-10,850645,16203,0.0,0.0,6342133.0,0.0
Washington,2021-12-10,788877,9535,0.0,0.0,9958651.0,0.0
Virginia,2021-12-10,991221,14868,0.0,0.0,10641747.0,0.0
Nebraska,2021-12-10,319847,3241,0.0,0.0,4266087.0,0.0
Montana,2021-12-10,193543,2788,0.0,0.0,2237134.0,0.0
Puerto Rico,2021-12-10,189660,3274,0.0,0.0,3160361.0,0.0
Mississippi,2021-12-10,518670,10317,0.0,0.0,2697359.0,0.0
Missouri,2021-12-10,939245,15681,0.0,0.0,7996323.0,0.0
Arizona,2021-12-10,1305260,22854,0.0,0.0,14882164.0,0.0
Arkansas,2021-12-10,536368,8810,0.0,0.0,4281727.0,0.0
California,2021-12-10,5148713,75178,0.0,0.0,113539006.0,0.0
Colorado,2021-12-10,851785,9554,0.0,0.0,13393769.0,0.0
Connecticut,2021-12-10,436143,8946,0.0,0.0,11330031.0,0.0
Delaware,2021-12-10,158600,2210,0.0,0.0,2515115.0,0.0
Florida,2021-12-10,3741058,62007,0.0,0.0,44365622.0,0.0
Georgia,2021-12-10,1676787,30798,0.0,0.0,13259996.0,0.0
Guam,2021-12-10,19300,267,0.0,0.0,266832.0,0.0
Hawaii,2021-12-10,88655,1040,0.0,0.0,2765170.0,0.0
Idaho,2021-12-10,311150,4013,0.0,0.0,1063543.0,0.0
District of Columbia,2021-12-10,68460,1197,0.0,0.0,2453808.0,0.0
Illinois,2021-12-10,1877213,29199,0.0,0.0,40435345.0,0.0
Michigan,2021-12-10,1553790,26648,0.0,0.0,19170684.0,0.0
Massachusetts,2021-12-10,963923,19606,0.0,0.0,34243064.0,0.0
Maryland,2021-12-10,598466,11255,0.0,0.0,15198334.0,0.0
Maine,2021-12-10,126833,1357,0.0,0.0,3192848.0,0.0
Louisiana,2021-12-10,775368,14867,0.0,0.0,10401307.0,0.0
Minnesota,2021-12-10,952232,9938,0.0,0.0,13271978.0,0.0
Kansas,2021-12-10,483098,6810,0.0,0.0,1941982.0,0.0
Iowa,2021-12-10,542433,7550,0.0,0.0,1790502.0,0.0
Indiana,2021-12-10,1145633,17954,0.0,0.0,15765823.0,0.0
Kentucky,2021-12-10,808148,11479,0.0,0.0,7892852.0,0.0
Oregon,2021-12-11,400188,5381,0.0,0.0,8254789.0,0.0
Nebraska,2021-12-11,320943,3260,0.0,0.0,4277473.0,0.0
Nevada,2021-12-11,464385,8188,0.0,0.0,4888081.0,0.0
New Hampshire,2021-12-11,174456,1781,0.0,0.0,2959942.0,0.0
New Jersey,2021-12-11,1295005,28543,0.0,0.0,16393016.0,0.0
New Mexico,2021-12-11,329778,5472,0.0,0.0,5431693.0,0.0
New York,2021-12-11,2829502,58072,0.0,0.0,82538008.0,0.0
North Carolina,2021-12-11,1566269,18976,0.0,0.0,18070466.0,0.0
North Dakota,2021-12-11,166600,1985,0.0,0.0,1986206.0,0.0
Ohio,2021-12-11,1768367,29063,0.0,0.0,18443514.0,0.0
Oklahoma,2021-12-11,680054,12070,0.0,0.0,4754354.0,0.0
Pennsylvania,2021-12-11,1818299,34415,0.0,0.0,20304937.0,0.0
Wyoming,2021-12-11,112862,1472,0.0,0.0,1166116.0,0.0
Rhode Island,2021-12-11,201275,2957,0.0,0.0,6214535.0,0.0
South Carolina,2021-12-11,929077,14375,0.0,0.0,10240642.0,0.0
South Dakota,2021-12-11,171248,2398,0.0,0.0,1091270.0,0.0
Tennessee,2021-12-11,1336078,17721,0.0,0.0,10833191.0,0.0
Texas,2021-12-11,4412024,74555,0.0,0.0,37441940.0,0.0
Utah,2021-12-11,610681,3640,0.0,0.0,4863179.0,0.0
Vermont,2021-12-11,55057,429,0.0,0.0,2659528.0,0.0
Virginia,2021-12-11,994069,14895,0.0,0.0,10666704.0,0.0
Washington,2021-12-11,790412,9554,0.0,0.0,9958651.0,0.0
West Virginia,2021-12-11,305418,5085,0.0,0.0,4700592.0,0.0
Wisconsin,2021-12-11,1024082,10385,0.0,0.0,12652401.0,0.0
Montana,2021-12-11,193718,2821,0.0,0.0,2241798.0,0.0
Puerto Rico,2021-12-11,189818,3274,0.0,0.0,3167371.0,0.0
Missouri,2021-12-11,942871,15701,0.0,0.0,8018605.0,0.0
Michigan,2021-12-11,1567578,26914,0.0,0.0,19170684.0,0.0
Minnesota,2021-12-11,956779,9996,0.0,0.0,13306786.0,0.0
Mississippi,2021-12-11,519115,10326,0.0,0.0,2697794.0,0.0
Alabama,2021-12-11,851237,16243,0.0,0.0,6342133.0,0.0
American Samoa,2021-12-11,10,0,0.0,0.0,2140.0,0.0
Arizona,2021-12-11,1309184,22947,0.0,0.0,14923229.0,0.0
Arkansas,2021-12-11,537461,8831,0.0,0.0,4288540.0,0.0
California,2021-12-11,5152105,75247,0.0,0.0,113686439.0,0.0
