Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,WestVirginia,Wisconsin,Wyoming,AmericanSamoa,NorthernMarianaIslands,VirginIslands
15-03-2021,2,0,0,7,91,2,23,4,1,93,47,1,0,6,10,8,1,13,23,19,1,7,28,10,1,2,1,1,0,3,0,22,1,63,18,0,18,0,2,56,1,9,3,0,-1,96,0,0,41,12,1,1,0,0,0,0
16-03-2021,8,0,21,12,123,8,11,3,0,101,25,0,0,13,19,12,15,0,24,22,0,25,15,26,2,26,33,3,1,14,3,41,7,93,13,1,13,87,22,95,2,7,3,0,12,132,5,1,44,14,15,5,2,0,0,0
17-03-2021,26,1,12,14,227,1,8,2,2,55,72,0,0,6,19,17,9,2,27,30,0,19,44,4,7,7,8,0,1,12,0,79,12,62,35,1,16,0,3,39,2,5,52,3,8,176,5,2,50,7,19,19,0,0,0,0
18-03-2021,28,3,59,8,233,11,15,1,2,94,61,0,0,3,32,14,6,0,448,19,2,14,27,34,6,2,6,10,1,10,5,31,5,91,26,0,17,0,4,22,4,6,5,4,23,198,4,0,28,12,5,7,0,0,0,0
19-03-2021,34,0,46,14,158,5,10,5,1,53,44,0,1,3,17,15,0,5,191,14,1,19,44,14,9,7,1,3,3,4,6,27,5,73,22,1,22,0,4,36,3,1,28,0,28,173,17,0,-90,6,30,14,0,0,0,0
20-03-2021,11,0,42,4,23,3,0,4,2,62,66,0,1,0,25,4,2,0,25,0,0,26,29,49,6,10,4,5,2,10,4,31,7,67,15,1,16,0,5,27,4,0,11,3,0,100,2,2,12,0,0,18,0,0,0,0
21-03-2021,0,0,12,6,108,5,0,3,1,29,0,0,1,0,28,20,1,0,18,0,1,12,35,0,5,1,5,0,0,1,0,40,0,25,0,0,16,0,1,14,0,0,30,1,0,48,2,0,13,0,6,0,0,0,0,0
22-03-2021,0,0,0,5,259,-3,9,2,0,37,26,0,0,5,22,1,0,8,61,42,0,14,27,6,0,0,1,0,0,2,0,7,3,18,16,0,14,0,2,-23,2,9,20,0,4,100,0,0,10,9,6,0,0,0,0,0
23-03-2021,14,2,53,3,179,4,4,4,1,41,32,0,0,5,12,12,8,0,15,7,2,11,21,20,7,21,54,5,2,14,1,61,11,18,18,2,12,0,2,43,2,2,3,0,34,81,15,1,10,3,1,0,2,0,0,0
24-03-2021,37,0,44,13,225,3,7,0,2,30,72,0,3,1,17,16,6,30,49,19,0,19,55,17,9,4,12,12,28,15,10,50,6,255,40,1,12,62,1,36,3,0,25,1,45,162,5,2,6,14,6,23,0,0,0,0
25-03-2021,17,1,32,11,299,5,10,1,0,107,91,0,1,2,34,7,19,1,107,17,0,3,40,54,26,6,3,4,9,12,1,38,7,72,93,2,20,0,2,41,3,1,28,3,4,133,6,1,4,13,5,4,0,0,0,0
26-03-2021,19,0,24,12,229,4,3,0,2,159,98,0,1,0,30,20,8,11,38,14,0,15,41,20,7,11,4,0,1,11,2,28,7,58,41,1,14,0,3,31,3,1,9,1,20,125,3,1,7,5,4,4,0,0,0,1
27-03-2021,3,0,14,7,196,3,0,8,1,26,77,0,3,0,26,9,2,0,15,0,5,14,35,24,4,2,4,1,0,10,4,24,2,81,0,0,14,0,2,28,3,0,12,5,0,92,10,0,24,0,3,3,0,0,0,0
28-03-2021,0,0,6,5,154,3,0,0,0,36,0,0,0,0,23,12,7,0,8,0,0,5,29,0,5,1,0,0,0,0,2,7,0,89,0,0,12,0,0,12,0,0,18,0,0,54,13,1,20,0,3,0,0,0,0,0
29-03-2021,0,0,0,6,74,0,18,8,3,69,36,0,0,3,6,5,4,11,11,35,0,9,15,9,5,0,1,0,0,1,0,15,0,138,57,0,12,0,0,21,0,5,0,0,50,41,0,0,21,8,4,3,0,0,0,0
30-03-2021,1,0,23,15,95,7,2,7,2,91,25,0,0,0,15,10,0,0,23,10,2,13,18,52,1,12,51,1,2,2,0,82,7,53,2,0,12,0,6,38,1,5,4,2,28,108,4,0,23,11,2,15,0,0,0,0
31-03-2021,27,0,26,10,127,8,4,0,3,87,68,0,1,5,37,1,14,11,25,9,5,13,37,11,12,19,5,0,3,10,1,75,5,89,25,0,18,103,2,46,5,1,20,0,10,10,4,2,10,10,36,23,5,0,0,0
01-04-2021,-1,0,10,10,138,10,11,0,2,69,64,0,0,1,22,9,8,0,18,20,1,17,32,55,12,16,6,1,1,7,7,30,5,76,24,0,14,0,2,35,3,5,28,3,11,243,3,0,16,15,7,11,0,0,0,0
02-04-2021,54,0,12,3,203,1,4,6,3,92,57,2,0,3,25,21,3,19,21,0,0,16,32,20,4,3,2,16,0,4,0,24,7,83,0,0,21,0,0,24,5,6,5,0,0,104,6,1,11,16,5,10,0,0,0,0
03-04-2021,30,0,2,2,65,6,0,0,1,66,34,0,4,0,9,5,68,0,20,0,1,23,32,65,11,4,5,11,0,14,2,17,0,94,0,0,8,0,6,32,0,0,17,0,0,77,1,1,8,0,5,5,0,0,0,0
04-04-2021,0,0,-1,2,54,2,0,1,0,22,2,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,2,5,0,82,0,0,20,0,1,8,5,0,0,0,0,21,0,0,42,0,2,-1,0,0,0,0
05-04-2021,1,0,0,5,66,0,19,0,2,36,0,0,0,6,11,1,0,-5,22,4,1,13,44,23,10,0,1,0,0,1,0,12,4,72,37,-1,13,0,2,7,5,-1,7,0,14,32,1,0,31,7,1,1,0,0,0,0
06-04-2021,14,0,6,5,85,6,7,1,2,70,26,0,0,2,8,9,13,0,13,9,0,15,12,61,4,18,9,11,2,22,0,51,8,45,16,2,27,0,33,38,3,3,1,0,38,86,4,0,41,14,11,8,1,0,0,0
07-04-2021,0,0,27,7,107,8,5,0,2,42,67,0,0,6,29,15,1,5,14,11,1,11,21,30,19,4,2,12,0,11,1,49,2,92,23,0,23,1716,7,51,2,3,9,0,9,103,2,1,14,7,15,7,0,0,0,0
08-04-2021,23,0,32,2,140,3,5,1,1,84,69,0,3,9,38,15,7,0,16,15,1,21,8,77,14,5,1,5,24,5,1,34,11,56,12,0,23,0,5,43,5,1,24,1,21,99,10,0,21,10,13,14,0,0,0,0
09-04-2021,11,0,7,-1,157,8,4,5,2,62,50,0,0,4,22,17,6,6,9,16,2,14,10,29,10,4,-1,27,12,10,2,43,2,79,24,2,20,0,1,45,6,2,11,7,4,104,8,1,15,6,2,5,0,0,0,0
10-04-2021,26,0,30,0,91,4,0,4,2,46,64,0,1,0,15,7,8,0,18,0,0,20,3,84,12,9,6,2,1,9,3,33,0,59,0,1,9,0,0,33,2,0,25,0,0,67,2,0,7,0,5,4,0,0,0,0
11-04-2021,0,0,-6,0,68,2,0,1,0,7,0,0,0,0,16,10,0,0,9,0,0,11,8,0,13,1,1,0,0,0,1,11,0,81,0,0,21,0,0,4,1,0,3,0,0,24,0,0,14,0,3,1,0,0,0,0
12-04-2021,0,1,0,4,39,0,13,3,3,35,35,0,0,3,16,3,0,-8,7,25,1,15,19,13,2,0,2,1,1,0,0,26,3,86,42,0,10,0,1,6,7,0,0,1,14,19,0,2,14,7,0,3,0,0,0,0
13-04-2021,10,0,19,8,49,11,17,6,1,64,25,0,0,4,17,16,0,0,4,14,2,14,7,81,3,23,83,2,5,7,0,49,9,52,15,2,11,0,5,56,12,2,13,0,7,58,2,0,20,11,2,11,2,0,0,0
14-04-2021,6,0,4,7,149,5,10,4,3,44,52,0,2,6,39,20,0,13,24,9,4,9,14,37,16,3,25,0,0,14,4,61,8,94,20,1,20,28,3,50,8,2,15,1,10,70,0,4,4,17,9,8,0,0,0,0
15-04-2021,8,20,14,6,89,4,6,4,2,74,62,0,0,9,31,7,13,0,17,9,1,19,5,123,11,5,5,2,-21,6,3,47,1,69,34,1,16,0,6,48,3,4,3,1,9,82,1,3,19,5,16,4,0,0,0,0
