h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28
603.5180006,578.8253828,562.7183589,558.6371109,588.3245375,460.1654195,441.5780275,492.8461515,444.8492342,537.6433216,552.3360591,557.2052679,529.7154592,549.4237112,620.6543643,592.1472223,601.4851708,553.0837687,503.7756888,432.2102089,366.6679517,372.6014362,342.3598181,305.7101891,162.3996971,322.394827,384.2491314,412.8424664
559.6947396,591.376283,578.1515421,566.1356493,561.9914208,597.0352989,438.1455263,387.7519364,432.7091741,401.7728823,514.4789204,529.9714637,535.7778896,509.4353989,566.4276755,627.99859,593.2079522,599.5311146,547.7749915,493.5326663,383.9805627,271.9184957,277.0977198,248.9170784,214.5609638,84.48263874,242.1832282,303.9974968
1334.439285,1213.788271,1230.195306,1232.095585,1218.366613,1214.439667,1294.753291,926.2291955,884.5178743,917.3083909,898.3742392,990.0867142,1008.561236,1014.125324,937.9481778,975.7089358,1016.88003,993.3216725,1000.083096,943.1477526,897.3793831,798.8626117,701.1357534,705.964514,679.5367292,647.507098,565.5707031,723.4059829
1295.082261,1286.430101,1327.837985,1318.68733,1317.028624,1303.926366,1299.497163,1433.825483,1117.681758,1090.867436,1123.120043,1102.735372,1156.846927,1174.550394,1190.640607,1140.168736,1172.129847,1223.529783,1198.33858,1205.776618,1157.735944,1047.547543,1000.08733,909.022565,913.5635098,888.9242951,857.0488052,786.7303893
1363.293606,1259.902,1255.787168,1251.590323,1248.097781,1246.307356,1230.501348,1221.905499,1293.25972,1072.887653,1056.701872,1089.189777,1066.658728,1201.975934,1253.170766,1263.831486,1221.111551,1247.261211,1279.821383,1252.109301,1258.385338,1142.726309,1070.21037,964.1414516,878.7508733,882.9857105,858.4655653,825.9695807
1177.47175,1269.599531,1220.511427,1216.390277,1189.779773,1186.823778,1182.389765,1144.365872,1136.683454,1175.084025,987.1649456,969.6978033,1003.509472,978.2440408,1103.160029,1137.07964,1146.102988,1111.150769,1137.135562,1172.700888,1149.318102,1164.427808,1088.311604,1007.246991,922.5553106,842.9447218,847.1585135,822.1621795
1223.122293,1177.757677,1221.478034,1172.577744,1167.271578,1122.318048,1122.886377,1097.019516,1064.430011,1057.687185,1105.103245,912.5206781,893.1755311,929.0536078,869.6157448,1009.675697,1038.385622,1045.768266,1011.03641,1039.997292,1089.856524,1033.561892,1043.50572,958.4164165,894.1924579,801.7645842,722.5382574,726.8325612
745.1987148,678.5320461,656.9563995,700.446437,637.3228959,632.8993439,646.3627615,675.363555,655.5193384,628.2599726,621.4830756,661.6207279,457.8900898,436.1594895,497.4386811,446.5363001,590.7652616,614.2548956,621.5909945,582.8812317,611.79452,693.4852398,656.4372675,667.5533417,600.1407982,535.9114813,436.2376851,355.471716
720.8638337,736.572928,677.1060206,655.4942551,711.6729728,659.1039175,653.787146,613.9166809,634.5445065,620.2849534,602.8867436,596.2631919,655.6156026,436.0284769,384.4782815,440.3998553,400.8390031,567.5161505,590.8576898,599.0340061,560.387858,625.3564889,690.7575396,649.3420964,658.1488759,590.7307077,522.2486435,396.6309982
1420.748834,1471.866357,1483.468656,1454.878098,1427.053822,1473.826119,1410.567794,1393.840399,1228.243709,1241.245391,1250.400208,1233.1844,1226.551891,1331.750256,915.8431301,871.7594525,919.7206833,893.5226648,1041.572128,1067.587019,1075.749898,988.9113778,1036.79001,1085.356926,1052.545294,1061.352808,989.4707523,927.4833032
1627.67757,1568.278469,1604.917468,1620.599978,1562.889759,1539.693079,1595.993821,1396.204681,1385.261906,1385.91539,1361.024687,1369.476078,1351.836321,1345.145274,1481.092099,1109.924134,1075.74602,1123.50049,1098.242262,1208.554201,1234.52634,1252.86846,1188.872812,1230.388274,1287.494537,1254.680164,1264.070841,1199.005845
1512.031374,1396.331824,1353.745492,1389.118373,1404.080243,1331.283706,1303.403914,1481.403468,1350.899021,1342.974306,1305.738102,1282.212679,1289.734372,1271.643669,1261.544855,1369.225474,1061.167891,1038.830546,1085.549935,1059.029968,1257.131403,1315.49121,1329.008436,1273.517942,1309.630297,1345.340155,1310.353076,1318.853172
1597.203163,1498.304127,1415.299392,1374.035232,1409.313124,1424.098064,1371.944592,1284.239138,1400.46393,1306.087959,1298.733287,1252.203514,1230.167301,1237.061842,1200.716022,1190.90499,1257.672397,984.0398203,962.5163262,1009.997127,981.2532669,1153.305681,1196.313943,1208.034702,1159.766122,1195.079749,1237.305312,1205.636296
1720.735261,1589.975219,1505.448808,1424.319565,1383.188845,1418.395369,1433.4676,1312.482588,1255.104976,1339.122124,1251.904348,1244.016282,1170.358744,1149.248916,1138.417325,1104.052816,1095.052081,1161.47971,894.7112811,872.0834989,921.2177335,868.3782411,1064.981284,1102.273661,1112.469,1065.268016,1103.170098,1154.30426
1092.418637,1163.405393,1097.211695,963.6277144,882.8666697,841.8240496,878.0651727,909.869557,791.3270189,749.7728473,827.3288246,733.6956837,726.1622538,705.0626404,707.5250265,699.223177,669.4637231,660.2231037,724.5437916,451.2949709,426.7265794,493.7388349,451.3215674,637.9422533,670.3811453,680.3509865,629.6902148,667.8029232
999.4475702,1070.283153,1106.231271,1025.143791,882.5544753,801.9893074,759.7454951,853.354035,881.9530967,784.1754289,745.606142,828.8884753,739.4891977,731.4906555,662.6672205,661.469794,658.0038119,638.0480707,628.9387933,707.781642,421.7550045,376.1596413,436.1535636,399.285756,621.4699079,653.1913235,663.8919444,612.9496456
1702.078132,1763.28862,1799.152431,1843.312061,1737.055775,1641.979822,1559.079733,1450.204316,1531.413423,1556.203442,1502.759665,1461.39418,1540.904851,1445.938376,1427.019225,1218.37972,1210.573733,1231.906338,1212.795522,1203.724326,1323.489044,899.1761863,862.6889716,918.7390864,892.1671381,1096.629241,1130.675806,1141.435891
2117.198026,2000.142713,2031.124827,2075.107599,2132.880343,2046.673276,1843.55256,1631.005774,1536.518444,1603.964195,1633.235603,1617.955892,1578.449867,1662.923427,1437.288291,1422.766605,1351.858547,1303.616459,1325.964251,1306.875354,1297.811781,1465.9799,1098.369876,1066.728594,1125.16673,1098.363019,1259.124506,1293.360271
2226.327496,2156.2037,2005.453168,2043.368297,2100.965265,2147.870343,2049.472899,1706.934906,1522.318945,1443.81075,1506.019203,1534.87374,1438.933432,1396.988856,1597.936143,1424.983421,1413.474605,1333.995837,1284.308682,1306.426875,1287.210032,1275.925758,1385.645589,1049.128109,1026.657121,1084.911429,1058.068587,1307.032873
1843.110673,2200.359896,2165.697459,1938.63973,1988.352314,2035.094862,2088.620794,1872.446709,1685.128679,1531.571541,1458.945982,1520.146579,1548.81163,1459.962411,1360.76132,1514.733648,1377.853007,1367.324427,1287.041087,1237.781731,1259.54312,1228.389314,1218.553853,1294.570778,973.4870457,950.807224,1009.057824,980.2196724
1600.926719,1788.778544,1965.401033,1933.391318,1723.546957,1763.869101,1817.216636,1934.65399,1733.464127,1634.74657,1491.694018,1420.243174,1481.299637,1509.991352,1390.199016,1314.052998,1435.866584,1311.100405,1300.329236,1177.507336,1128.835991,1138.950031,1115.839853,1105.950156,1199.84173,878.9768744,856.262298,915.9846607
917.1922921,1070.297867,1163.093928,1326.499451,1285.799473,1122.650617,1168.678321,1285.817215,1395.132086,1285.267401,1108.751644,968.0040183,896.7255017,958.0676131,1001.384364,876.8098024,816.4599422,927.3830021,799.7005205,789.049311,721.4768863,688.3216686,706.6354475,683.2049527,672.3836541,761.6353623,440.6884761,416.2325396
869.7418279,915.5873149,991.2121176,1076.362543,1283.954263,1237.053773,1102.378605,1203.547423,1312.57391,1372.339547,1259.330914,1057.945454,917.5562306,845.9478263,957.4813518,998.3620056,879.0256041,823.8107185,937.3365347,811.0819431,800.1578164,695.612904,651.3636729,669.3253851,652.1184451,641.4358551,737.6132606,405.2529656
1796.892012,1714.597096,1795.326445,1864.655543,1973.243338,2212.407673,2158.779579,1869.782793,1963.933552,2023.49893,2085.115585,1943.937062,1755.590306,1614.568087,1484.663395,1586.624719,1625.091631,1566.222611,1509.735993,1621.990818,1492.467744,1472.298823,1227.590978,1183.829956,1223.286501,1206.632789,1196.089884,1326.875188
2315.631926,1972.941682,1932.334465,2083.800403,2172.250495,2297.477967,2570.915529,2442.692674,2119.874002,2171.265221,2232.591751,2309.467171,2168.453091,2015.672148,1761.223668,1642.425113,1735.491921,1779.446172,1684.543153,1628.685565,1743.85451,1503.712548,1488.538101,1398.161574,1318.273495,1358.005686,1342.077913,1331.422213
2095.897508,1850.773351,1680.857588,1641.486427,1590.096463,1692.111952,1835.36336,2488.760058,2374.932996,2148.799714,2201.618059,2278.191143,2354.968517,2221.982365,1786.740333,1553.845586,1445.37189,1533.228115,1576.955138,1512.043461,1454.755008,1668.526427,1488.201447,1474.896766,1345.78008,1265.653132,1306.059443,1289.535789
2263.243448,1904.087289,1782.605183,1608.523077,1549.090455,1504.836719,1621.542518,1964.745487,2544.854616,2464.334149,2128.980581,2194.99615,2271.476622,2343.907819,2098.332879,1827.3119,1614.478201,1511.82282,1597.775476,1641.36294,1541.979303,1436.220617,1596.659669,1438.717024,1425.767824,1294.098587,1213.090221,1252.929423
2256.299299,2129.436656,1951.494972,1827.686237,1572.149093,1516.19553,1336.984022,1616.6717,1921.215119,2331.690894,2263.281364,1917.464956,1983.406259,2055.542657,2189.072021,1960.54013,1768.012923,1565.402279,1464.946932,1550.405835,1593.973106,1466.15151,1386.578097,1527.063894,1373.772072,1360.546594,1201.074129,1120.814289
1782.397258,1650.383665,1717.924647,1537.18731,1354.968045,1111.874208,1053.250601,845.9241505,1094.091645,1309.322908,1658.490372,1588.063908,1310.472602,1372.652214,1505.770852,1630.059328,1449.096407,1226.925333,1028.543964,928.6619565,1014.213258,1069.13671,956.1709289,886.4005485,1022.645854,866.0333618,853.1615612,750.3267551
1383.840515,1739.77698,1658.781043,1803.200578,1536.742811,1363.567599,1108.784045,1013.761139,856.0270698,1031.391608,1213.469554,1572.874959,1496.325788,1278.463072,1393.354333,1517.244965,1615.72476,1459.727659,1187.262537,989.9960318,890.0082771,1014.572843,1062.209447,955.6067857,887.6956688,1026.904469,874.5200165,861.2685014
2492.097008,2545.435563,2763.790438,2702.083989,2726.20884,2473.137041,2291.640328,1886.460609,1811.278992,1803.661913,1951.92082,2139.469719,2530.038108,2448.645443,2045.761693,2152.671352,2250.79905,2335.890685,2160.156265,1914.782918,1717.318043,1572.017581,1670.657119,1718.56832,1647.643563,1578.284093,1713.725074,1556.794962
2882.868427,2774.895518,2807.609254,2973.968101,2905.967751,2914.06193,2648.835074,2359.678363,2036.361603,2000.525924,2039.189662,2191.915665,2395.919856,2811.157195,2655.750597,2248.816456,2333.453675,2418.123291,2513.907577,2328.919581,2089.004294,1803.37696,1688.178965,1787.75856,1843.195616,1753.725999,1686.220898,1825.714269
2554.176999,2496.886399,2430.652142,2455.577566,2638.883256,2581.151861,2525.889368,2102.841478,1872.294124,1711.856276,1669.794447,1582.100625,1748.24461,1965.235574,2757.470326,2613.356146,2241.200582,2314.099885,2409.452668,2510.249459,2330.24122,1887.282004,1660.182732,1543.892858,1644.15378,1699.149918,1593.090403,1523.594493
2782.536726,2287.766704,2387.556036,2337.093135,2364.551702,2520.142497,2454.941417,2306.063063,1968.939683,1854.966251,1658.69164,1594.044749,1327.927759,1504.6578,1920.049214,2654.803799,2530.356105,2233.006297,2315.151794,2415.512995,2513.611263,2250.96057,1886.784423,1657.560591,1540.234969,1639.444726,1694.371634,1614.641483
2625.880585,2716.468353,2122.794598,2196.450878,2140.850055,2164.147673,2339.871835,2221.322561,2184.023758,2017.768112,1878.856258,1590.627639,1526.080464,1137.687913,1476.136201,1861.186822,2495.784823,2387.829244,2072.943738,2159.424374,2257.089894,2400.038901,2158.273823,1863.290587,1630.90356,1514.803335,1613.355819,1668.405604
2088.346805,2056.327881,2045.976602,1484.366707,1442.145708,1394.955652,1421.268521,1740.850233,1654.708319,1829.600843,1627.458004,1422.625088,1134.292909,1075.152095,752.7737575,1066.482556,1398.785359,1949.823407,1846.224229,1475.514956,1559.662994,1702.0921,1833.715033,1616.803317,1345.416696,1115.434997,1000.094102,1098.912191
1360.668038,2050.124164,2293.448063,2297.278441,1643.82187,1611.525032,1558.228359,1606.104374,1838.282999,1779.300226,1922.066747,1623.198399,1418.327812,1151.790241,1039.087461,806.6987784,1077.408695,1364.697422,1893.553163,1786.414389,1435.517634,1558.356027,1689.475871,1807.61282,1607.952445,1291.333579,1062.810138,947.1592318
2939.889819,2735.007891,3193.161791,3391.104065,3328.767436,2794.991364,2937.085525,2840.147364,2874.91836,3033.863596,2977.811093,2837.329343,2538.439963,2349.209332,1861.21888,1767.297058,1731.748473,1965.671045,2241.268558,2788.14667,2675.550037,2200.923086,2313.980856,2431.639646,2540.572218,2336.37252,1988.484954,1759.351204
3507.522007,3519.75171,3113.439814,3589.087964,3977.478656,3988.0474,3451.202633,3246.696152,3176.274897,3200.069709,3351.144418,3283.673,3055.715898,2779.789508,2432.043578,2021.46109,1958.344721,1854.582416,2078.973749,2364.071978,2938.74219,2761.339645,2402.148348,2503.569967,2611.948072,2723.330999,2511.091365,2162.131784
3320.746013,3363.102467,3374.200684,2967.14328,3313.477218,3485.212699,3531.932777,3000.606177,3053.545407,3005.34025,3027.96408,3209.845454,3146.214074,2887.270309,2378.982543,2086.662118,1803.430453,1742.059283,1471.166959,1703.303916,2003.04699,2907.80614,2771.563137,2376.979549,2470.275811,2581.10736,2696.848328,2481.13319
2977.425062,2860.377295,2898.78639,2918.130703,2444.511909,2918.068442,3005.377531,3045.540739,2555.699394,2933.032862,2887.211422,2914.457054,3085.981167,3016.359592,2663.480897,2236.455266,2035.293222,1747.255145,1666.709563,1471.353043,1715.428903,2188.901352,2884.044629,2753.389975,2363.015843,2458.441333,2573.625612,2691.252294
2464.818398,2556.287409,2450.506184,2513.171445,2538.075515,2169.205656,2757.388641,2858.181559,2950.373183,2375.875698,2747.57282,2692.403834,2718.096346,2905.775017,2722.49915,2527.445691,2234.046549,2030.293727,1664.14203,1581.922613,1305.39078,1691.076643,2054.155181,2720.831721,2589.529893,2216.795066,2315.986216,2433.052824
1550.216388,1407.168004,1489.75965,1370.95681,1449.838902,1474.971027,1736.286697,2299.582331,2261.950948,2246.259752,1702.338113,1780.732214,1728.70556,1756.819946,2250.97475,2093.235757,2124.817679,1828.417621,1568.669091,1195.381712,1120.136974,837.8829222,1133.578148,1481.680126,2152.12113,2021.121426,1631.717354,1732.535761
1745.384364,1681.691225,1303.431716,1385.209837,1259.731202,1338.531296,1365.937636,1578.18527,2268.544332,2517.437634,2507.709516,1864.460609,1849.046092,1792.118501,1866.170894,2291.443357,2166.941548,2181.103207,1802.544128,1537.703106,1192.62103,1086.969263,816.866761,1100.354852,1449.343026,2118.218767,1988.130146,1586.462381
3139.482947,3279.414552,3233.747461,2977.020473,3056.255252,2941.944847,3027.956164,3058.822378,2857.922908,3283.684071,3507.194715,3426.748679,2906.784254,3179.284665,3029.382824,3093.104618,3428.742884,3318.258949,3008.010637,2622.000936,2377.393823,1906.43645,1807.046498,1657.106586,1941.215995,2289.442084,2953.687428,2820.888446
3785.490753,3787.411632,3884.452183,3869.318778,3736.994189,3805.27496,3679.386702,3776.68544,3810.859153,3278.560089,3697.561412,4125.048201,4112.85344,3562.608469,3505.05159,3376.048855,3426.33305,3724.186554,3612.607414,3208.300373,2851.992631,2517.295453,2072.18959,1992.695898,1892.473578,2175.967494,2521.732681,3199.786506
3672.354502,3880.668466,3882.577005,3920.069947,3915.77014,3743.338072,3818.967579,3670.616602,3778.057809,3807.911385,3327.968605,3609.722365,3830.240138,3854.769138,3180.273106,3294.914393,3193.104579,3237.729485,3538.555073,3430.86014,3045.258569,2556.901724,2240.711669,1877.872021,1804.914016,1553.724926,1835.210714,2188.235848
3027.822445,3403.077468,3548.823579,3548.594077,3580.724365,3577.6492,3292.229961,3383.637193,3223.733507,3317.165242,3356.874165,2708.812897,3100.382431,3245.14927,3286.427172,2621.192952,3219.75109,3129.401928,3174.477598,3464.828048,3355.772441,2896.550106,2435.324653,2178.020166,1829.909134,1744.395872,1503.757066,1791.159867
2095.856624,2899.282602,3227.306887,3281.4652,3277.929999,3314.017782,3320.829313,2646.843031,2743.926005,2610.776855,2733.184129,2772.646828,2354.170126,2884.612264,3035.538841,3115.096139,2387.45889,3022.422773,2931.169613,2974.674838,3268.690769,3075.750442,2744.761367,2369.853648,2123.960672,1724.721852,1635.0045,1354.98678
1108.634656,1474.230908,2013.537221,2113.651623,2152.630725,2147.984515,2169.800027,2129.735552,1563.203913,1641.812548,1493.319491,1614.458326,1656.879412,1948.231865,2633.211572,2690.130401,2660.121704,1948.16218,2163.507315,2075.432091,2119.485711,2639.696951,2451.208845,2304.598967,1947.233723,1664.688355,1248.134529,1163.653519
1366.236155,1208.475992,1454.559913,1800.722353,1907.866729,1950.142793,1943.995015,2071.944464,2053.824489,1355.524457,1432.953221,1293.181941,1422.167413,1468.085157,1788.620616,2584.642729,2923.867303,2879.865127,2073.788804,2163.050102,2073.86336,2151.820141,2660.010197,2496.695789,2350.669567,1939.525176,1644.581053,1249.213693
3116.626599,3049.129454,2942.571469,3101.61981,3369.801007,3523.788641,3541.910906,3536.668068,3613.29933,3599.726291,3092.753966,3162.305479,3030.963931,3171.036852,3224.793604,2843.299714,3351.128627,3717.692094,3605.147262,2919.715052,3437.543977,3279.738071,3355.88864,3796.185218,3651.416218,3180.259734,2750.93606,2471.189886
3867.284019,3533.553821,3488.171492,3418.703262,3542.887376,3840.339624,3963.611079,4138.504305,4133.101618,4200.449327,4214.742991,4016.191191,4073.02774,3923.884595,4089.795897,4149.872775,3260.284775,3711.778415,4275.249386,4227.75319,3495.565656,3762.955477,3608.798336,3674.769203,4065.061383,3925.802337,3371.37832,2964.363431
3421.417365,3374.931919,3405.095097,3375.845018,3321.081374,3458.797643,3664.116695,4171.190817,4270.89999,4265.246126,4284.897445,4304.974399,4188.884926,4257.020684,4052.93262,4238.578138,4292.178216,3433.617607,3750.305642,4115.360352,4110.511898,3306.188045,3566.550442,3432.991216,3491.468137,3866.919999,3727.557736,3211.040885
2091.249569,2253.766046,2203.210311,2742.949145,2720.181986,2659.462727,2755.567336,3535.761115,3885.095874,3970.709276,3962.029722,3986.515903,4004.543914,3770.393812,3878.118603,3646.541645,3811.480667,3873.695918,2802.176164,3220.930122,3502.286462,3529.129044,2676.684844,3491.413138,3373.022949,3429.280389,3805.014038,3666.289087
2065.743447,1693.252466,1862.958082,1801.356748,2460.949377,2435.699698,2392.765029,2750.057517,3306.242792,3657.359686,3666.689545,3655.001656,3689.304214,3716.876792,2924.759132,3048.462571,2852.453421,3042.450261,3100.163862,2403.951028,2993.550432,3226.494419,3256.980659,2393.228747,3315.822278,3201.931904,3258.232551,3632.24313
2096.065653,1577.002003,1339.219413,1541.093656,1484.677247,1820.82324,1803.279309,1647.860949,1903.59604,2347.468588,2550.104526,2559.786451,2547.301656,2570.809624,2523.23133,1740.748514,1841.062712,1635.798119,1811.641579,1873.945948,2102.141274,2849.572658,3091.630377,3041.111046,2162.775031,2479.288435,2365.31214,2421.353246
1676.611077,2292.343601,1710.259616,1537.192267,1720.79405,1648.058905,1719.095758,1653.300486,1541.499334,1746.531782,2087.602561,2202.527573,2224.748739,2210.332265,2402.441105,2376.756021,1476.964574,1572.305002,1388.109123,1576.522687,1643.323582,2016.770225,2815.236562,3253.173987,3158.181394,2225.539626,2472.973128,2359.520123
3365.122045,3464.576562,4210.678624,3489.167521,3361.107157,3595.050507,3513.004337,3272.117737,3225.100259,3134.956427,3294.080474,3593.254574,3783.089724,3785.270376,3772.555334,3911.425552,3894.674803,3207.109697,3289.656937,3112.511185,3315.023153,3392.082947,2757.61327,3314.248091,3862.813748,3723.416859,2865.350027,3717.129357
4109.660216,4017.900953,4089.04994,4785.746205,4121.767451,4022.402448,4285.670085,4184.348136,3639.637602,3602.011089,3531.200554,3671.231296,4023.791689,4117.228636,4369.037958,4356.493092,4475.837634,4492.990639,4292.068577,4360.603707,4163.008349,4399.258524,4484.703556,3164.983325,3595.765865,4269.437798,4171.56755,3265.352757
3520.386887,3681.974319,3615.966708,3668.650854,4326.912236,3463.971051,3366.701933,3698.39097,3583.590237,3406.612276,3377.526315,3314.970346,3479.247621,3757.274255,4382.486733,4557.046541,4544.215631,4603.106637,4629.870263,4661.723442,4742.472885,4474.141822,4736.839099,4815.316219,3458.011157,3795.956973,4343.861878,4290.112462
3064.513991,2624.466821,2741.57474,2691.234013,2744.232933,3190.491544,2215.527061,1939.277485,2314.16227,2199.318427,2515.599437,2490.036411,2417.043278,2547.547543,3628.386553,4191.221312,4336.673456,4320.553029,4371.837473,4398.421091,4307.178327,4438.627856,4129.772483,4370.331029,4452.743414,2919.582076,3324.703962,3785.937531
3494.302821,2664.800273,2342.319037,2435.108713,2384.760913,2427.436599,3009.806054,1822.180377,1531.249362,1901.271926,1776.568565,2114.786367,2084.743417,2026.245387,2521.409739,3445.438119,3969.720736,4019.700484,4001.10787,4057.561938,4094.956003,3316.496358,3472.989104,3200.287367,3451.579267,3526.120337,2504.151853,3085.836736
2683.142491,2637.539243,2018.802346,1749.13033,1841.255576,1799.741237,1840.99467,2913.41694,1565.484929,1393.338929,1791.833506,1676.389119,1546.821838,1523.0248,1307.530161,1731.749176,2496.98479,2929.348061,2962.732441,2943.373925,2987.813498,2953.037791,1962.896166,2096.227999,1830.211353,2057.080291,2136.437603,2199.430087
1974.723927,2481.410859,2446.24847,2157.196838,1892.110482,1970.330852,1929.759483,2012.109742,3164.837558,1803.914161,1695.293115,2063.433647,1928.489931,1587.293109,1496.122864,1311.017323,1663.518148,2288.484181,2499.753981,2538.971097,2517.390494,2724.79394,2695.33226,1645.320376,1766.032437,1531.88169,1771.895574,1857.021029
3591.559515,3785.666223,4193.058195,4206.789157,3987.309477,3753.319275,3830.761162,3752.428515,3839.205501,5159.242688,3673.259181,3590.921605,4019.930116,3870.843421,3178.379098,3100.337507,2945.883893,3235.573173,3766.234076,4038.586917,4055.338183,4035.2217,4226.965276,4207.952895,3313.444308,3416.503064,3190.400038,3448.124258
4418.801517,4033.013546,4189.801932,4527.911727,4601.569499,4610.699925,4375.211908,4518.779196,4436.063229,4489.873459,5757.808903,4380.243524,4315.211474,4789.339281,4617.775547,3610.709845,3545.949204,3418.042677,3664.576714,4210.536561,4341.964158,4599.596313,4579.963422,4748.330969,4759.626229,4524.716489,4612.457326,4365.865522
4014.234414,4141.445954,3830.776628,3981.461162,4254.990756,4373.592558,4351.929585,3937.889395,4089.890231,4037.244258,4071.001239,5163.999734,3550.47665,3474.911655,4028.900842,3844.874232,3384.809712,3331.721219,3222.569284,3476.008584,3952.930945,4574.351475,4810.226302,4790.346019,4903.403584,4930.896171,5132.016516,5229.979276
3404.556107,3477.402837,3686.675988,3415.03431,3566.905186,3822.147008,3959.548553,3437.890379,2997.952598,3097.826886,3062.447627,3100.902748,3888.672573,2106.432126,1820.337797,2413.075732,2233.162902,2419.007042,2373.867946,2261.767196,2483.889113,3673.374026,4391.583237,4592.822173,4570.206254,4655.004523,4686.365403,4853.437222
3469.006429,3266.626987,3312.094325,3840.936843,3601.057067,3766.666318,4053.636874,4184.938877,2914.559704,2613.187007,2685.604876,2646.37732,2680.117625,3606.933206,1576.90504,1305.546476,1879.298806,1690.507071,1963.967247,1917.549084,1818.908665,2364.732407,3574.526662,4235.022515,4349.522144,4325.234178,4407.319838,4448.655445
2451.480874,2275.35916,2147.862098,2178.268872,2901.405635,2661.520718,2849.660105,3458.298515,3578.030582,2104.500162,1865.798934,1943.831829,1908.356109,1940.800686,3650.828681,1469.603686,1340.610285,1939.016658,1764.847844,1280.032975,1239.403978,1001.381048,1556.73784,2614.771436,3280.389043,3349.960531,3324.621111,3397.191667
1832.542514,2125.629619,2015.773669,1929.154048,1953.645237,2671.602364,2400.592691,2722.908029,3400.442675,3499.69891,2326.913501,2077.68609,2150.541018,2115.786101,2202.59385,4035.405196,1888.626967,1840.276843,2391.512577,2193.723034,1410.797698,1310.365453,1068.069394,1554.902169,2473.192454,2826.914158,2890.189377,2862.545902
3769.229774,4060.175346,4243.839698,4170.453198,4100.206379,4122.312767,4493.151232,3969.874358,4316.010813,5015.45183,5091.300842,4257.085942,4016.098593,4088.818141,4004.175328,4091.361784,6111.896063,3850.034922,3824.937975,4450.480606,4233.635374,3072.914092,2970.743522,2757.724213,3181.916624,3969.749334,4332.522567,4376.793858
3113.533752,4438.157753,4401.327323,4524.99597,4465.915271,4402.168452,4416.337725,4859.629627,4285.622904,4631.286056,5318.600003,5403.692794,4841.762925,4596.493383,4756.422684,4671.170454,4721.619968,6712.853663,4624.137084,4606.36733,5293.227656,5053.736537,3516.357568,3426.877804,3240.369097,3604.963961,4355.694091,4562.703822
4570.823167,3509.005303,4236.508317,4197.673535,4297.58003,4244.272553,4202.404433,4268.824128,4457.731665,3872.998524,4202.278521,4867.668039,4980.302878,4677.215243,4197.084641,4358.708266,4307.008543,4331.905353,6007.854568,3634.739944,3590.284435,4357.201213,4105.375611,3260.440044,3182.595741,3021.931935,3369.641019,4082.619521
3166.340316,3747.42445,3153.149596,3630.413438,3673.499075,3763.888538,3729.780901,3543.448033,3600.497827,3625.608612,3057.990356,3382.35465,4007.289886,4148.902057,3568.722932,3081.430599,3184.785337,3155.555059,3188.607022,4514.720687,1915.59499,1668.649696,2475.128377,2231.608412,2149.48576,2082.627117,1929.251077,2259.831706
3866.091088,3188.828614,3532.474615,3130.208945,3521.551332,3646.779947,3705.342401,3544.867311,3384.029539,3425.02252,3513.046925,2959.782798,3280.100523,3861.469821,4004.33204,3018.284793,2686.324444,2752.75311,2716.695735,2748.463632,4175.950262,1326.165144,1064.992906,1838.305288,1587.310213,1801.936763,1738.195431,1592.183041
1908.418998,2292.671131,1899.189462,2151.993617,1819.752675,2171.160641,2300.624002,2568.976083,2431.186614,2314.176938,2345.803819,2715.02917,2184.877507,2500.51009,3355.707594,3504.237169,2261.72686,2019.48839,2096.27431,2060.875584,2092.216788,4396.79721,1400.398359,1303.908361,2096.536654,1864.48107,1176.279283,1115.703986
1369.489758,1348.601935,1803.467072,1521.304216,1733.879279,1430.212207,1666.800048,2053.163716,2284.150292,2185.227988,2093.669513,2122.597292,2794.395926,2289.354275,2722.294253,3599.423718,3746.566814,2506.131,2242.51671,2319.399484,2283.83569,2362.525357,4928.403268,2014.441849,2020.071302,2752.098723,2492.29188,1315.402721
2947.660595,2811.864976,2799.946022,3279.232644,3043.228225,3245.8681,3032.211455,3972.423188,4260.198414,4427.067454,4350.823572,4266.87579,4295.821028,4855.761093,4133.897779,4578.90064,5496.798192,5631.217453,4493.525492,4224.493,4303.001261,4223.994424,4315.660619,7093.157111,4078.713764,4102.716899,4922.543129,4637.320748
5125.451935,4652.673588,4571.126267,4523.132667,4608.347259,4386.101856,4542.849279,3769.465938,4737.761414,4636.662901,4766.202428,4696.477478,4612.473626,4633.654348,5305.920804,4564.900382,5026.614768,5976.510957,6084.620666,5100.706167,4821.772361,4976.205754,4885.180617,4940.484491,7686.077879,4897.123205,4917.901277,5819.765791
4126.711791,4758.362931,4478.704909,4550.017605,4474.443205,4443.310644,4275.84019,4731.771345,3932.938713,4466.323283,4421.404524,4540.014994,4470.248283,4407.678061,4475.520189,5157.214199,4384.41885,4853.675369,5820.273724,5910.281644,4859.03154,4375.702345,4551.409358,4493.601464,4519.800544,6835.426777,3713.584345,3692.692085
4235.281399,3609.817909,3984.559677,3831.330807,3990.480164,3896.86322,3855.034934,3336.136425,3810.867152,3353.063158,3699.070529,3854.853315,3973.538729,3922.552508,3730.993161,3790.893973,4506.010947,3712.018903,4175.789079,5140.523672,5229.52061,3715.897451,3174.185304,3292.189052,3260.433555,3294.97073,5117.940111,1695.293538
